P,T,gt_mol_frac,gt_wt_frac,gt_vol_frac,Mg,Mn,Fe,Ca
4.8076923076923075,541.3793103448276,0.001993720498752638,0.002537022852247596,0.0015009146303696641,0.03502570774696535,0.20224091041227832,0.6864309999418426,0.07630238189891361
5.153846153846153,541.3793103448276,0.002488679896936695,0.0031633558817234083,0.0018824404159383163,0.0342743251922305,0.18885211554187042,0.6879392553637753,0.0889343039021239
5.5,541.3793103448276,0.003214756108040537,0.004080698035478334,0.0024429985651239767,0.03356289091664264,0.17297156932220806,0.6897534172879003,0.10371212247324901
5.846153846153846,541.3793103448276,0.0042484158616292724,0.005384599396725139,0.0032432985786371464,0.03282986418210299,0.15348111506677703,0.693401647399994,0.12028737335112602
6.1923076923076925,541.3793103448276,0.005831998197321834,0.007377841373802059,0.004473173549214107,0.03218069610091418,0.1316417884979376,0.6963848453799659,0.13979267002118229
6.538461538461538,541.3793103448276,0.008394504827119492,0.010596347198673759,0.006470215403998425,0.03158535651380328,0.10666134738758881,0.6995278949212136,0.16222540117739442
6.884615384615384,541.3793103448276,0.012685756268960298,0.01597340144663936,0.009829308868439891,0.031154262501931942,0.08092203910381889,0.7007373399885857,0.18718635840566347
7.230769230769231,541.3793103448276,0.020044309091597184,0.025168251460329624,0.015623236546071074,0.030993266282404053,0.057231671137128834,0.6974804544592323,0.2142946081212348
7.576923076923077,541.3793103448276,0.0314236445375055,0.039342556780948466,0.024658340323217166,0.03118018391010725,0.039630348009664855,0.6878635270707505,0.24132594100947746
7.923076923076923,541.3793103448276,0.037275333072005465,0.04662455578800537,0.029452014491082767,0.031402178826040905,0.03412276005544294,0.684778899727734,0.24969616139078202
8.26923076923077,541.3793103448276,0.04259082300015355,0.05323396013378382,0.033840605661369864,0.03168390265042914,0.030442566517345518,0.6820015081139187,0.2558720227183067
8.615384615384615,541.3793103448276,0.04855799191366389,0.06064606346263412,0.038765636202215424,0.032018508483377936,0.02711281659968347,0.6787535641518727,0.26211511076506594
8.961538461538462,541.3793103448276,0.05465391916662518,0.06820505060798417,0.04381890136701204,0.032415434235743175,0.024394360841174686,0.6747039256716502,0.2684862792514321
9.307692307692307,541.3793103448276,0.061010266493727226,0.07607459655591316,0.049104153686193815,0.03286612626998638,0.022165218500853553,0.6699805199703028,0.2749881352588571
9.653846153846153,541.3793103448276,0.06754026731602063,0.08414532498163564,0.054557643693727724,0.03335753682630415,0.02015943498141669,0.6648765249696964,0.28160650322258285
10.0,541.3793103448276,0.07435785143963479,0.09255786632347518,0.06027210465522302,0.033890761240303525,0.018463097050767326,0.6592831856703053,0.28836295603862383
1.0,565.5172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3461538461538463,565.5172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6923076923076923,565.5172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0384615384615383,565.5172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3846153846153846,565.5172413793103,7.006536941333747e-05,8.940305065332647e-05,4.931965230161776e-05,0.04445819753859177,0.20858517103032687,0.725449635568452,0.02150699586262921
2.730769230769231,565.5172413793103,0.003118971336697952,0.003973517766816449,0.0022201263324352107,0.0488284761972534,0.16538659449821538,0.7633514492199275,0.022433480084603802
3.0769230769230766,565.5172413793103,0.004346358707099345,0.0055280017003859795,0.0031324753288482126,0.052838053493501215,0.1444850423766548,0.7783730423014943,0.02430386182834979
3.423076923076923,565.5172413793103,0.007773744056894779,0.009889431567436996,0.005660536254343699,0.0516673070093597,0.11160633121894828,0.8092646382616693,0.02746172351002286
3.769230769230769,565.5172413793103,0.007689057299860108,0.00978013768002364,0.005636199552300289,0.05068461206727239,0.11195098793327846,0.8052725057978708,0.03209189420157838
4.115384615384615,565.5172413793103,0.007828387843516258,0.009954762266684666,0.0057725267574114374,0.0498391070505758,0.11064097731558652,0.8021103070774658,0.03740960855637201
4.461538461538462,565.5172413793103,0.008278950486072054,0.010523662947414683,0.006137806294208419,0.04900020423237381,0.10649733613097317,0.8009831724027204,0.0435192872339326
4.8076923076923075,565.5172413793103,0.008941384789408589,0.011360053039258827,0.006662311415844547,0.04827873137651625,0.10132719410375818,0.799905675115677,0.05048839940404857
5.153846153846153,565.5172413793103,0.010054315178344283,0.012765783340510794,0.007527317576134102,0.047553190353238704,0.09364521367305605,0.8001129711494905,0.058688624824214525
5.5,565.5172413793103,0.011557604793673883,0.014662724006570668,0.008692619846144183,0.046935244204103554,0.08520255829534237,0.7997984960839056,0.06806370141664847
5.846153846153846,565.5172413793103,0.013713700158891326,0.017381190119756574,0.01036099698718824,0.046377737677679554,0.07541407473282606,0.7993563978964262,0.07885178969306826
6.1923076923076925,565.5172413793103,0.01670418542753417,0.021146555704758103,0.012677839241047251,0.045933004533790636,0.0651424455245244,0.7977768665327748,0.09114768340891002
6.538461538461538,565.5172413793103,0.02099758058532462,0.026542321058492767,0.016012289504037578,0.04561238248553073,0.05444504881581804,0.7941901773415482,0.10575239135710307
6.884615384615384,565.5172413793103,0.0268028100247184,0.03382188498106678,0.020541573971314002,0.04547383175067731,0.0446907754541698,0.7878522552476884,0.12198313754746434
7.230769230769231,565.5172413793103,0.034269441443478585,0.04315890556119144,0.02640495761431391,0.04552245936071171,0.03625210670452069,0.7782828018943633,0.13994263204040447
7.576923076923077,565.5172413793103,0.04330105430590845,0.05441251071665174,0.03355753344288845,0.04576742366349341,0.02965650608996702,0.764976623957765,0.15959944628877454
7.923076923076923,565.5172413793103,0.053413161953090635,0.06696412861922327,0.04164723518882425,0.04615160256831401,0.024573896407528592,0.7493733699849439,0.17990113103921362
8.26923076923077,565.5172413793103,0.06397531714625315,0.08002169895618771,0.050194738822911214,0.04664471843725289,0.021026408202960298,0.7324886868873715,0.19984018647241522
8.615384615384615,565.5172413793103,0.07410852920456999,0.09249508086254143,0.058504016015698365,0.04720077462019672,0.018431096207327722,0.7155951593357703,0.21877296983670524
8.961538461538462,565.5172413793103,0.08349811392575851,0.10401553742308191,0.06629851370263769,0.047780514278926954,0.016570449065067123,0.7004813199237941,0.23516771673221185
9.307692307692307,565.5172413793103,0.09167647019537704,0.11402385866273455,0.07317307016336527,0.04836449094847031,0.015146242293112185,0.6879483123741301,0.24854095438428744
9.653846153846153,565.5172413793103,0.097262088971162,0.12085741597981994,0.07797316257657645,0.04891762671263925,0.014440056996289207,0.6807740658796965,0.25586825041137506
10.0,565.5172413793103,0.10235556278536383,0.12708183905141393,0.08237930137004142,0.04949409185788668,0.01375564027230723,0.6747072626878476,0.2620430051819587
1.0,589.655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3461538461538463,589.655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6923076923076923,589.655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0384615384615383,589.655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3846153846153846,589.655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.730769230769231,589.655172413793,2.8277761964288974e-05,3.602929585138589e-05,1.9951230512128146e-05,0.04851022748197238,0.19197565481368606,0.7381587838000935,0.021355333904248073
3.0769230769230766,589.655172413793,0.0035433980688872727,0.004505935800268937,0.0025277092394064248,0.05373237822760154,0.15723387204539332,0.7667551073495243,0.022278642377480628
